iter	TotalF1	MultiClass
879	0.9714504398	0.1029937647
880	0.9714504398	0.1029401451
881	0.9714504398	0.1028664507
882	0.9715625212	0.1028265054
883	0.9715625212	0.1028003439
884	0.9715625212	0.1027438138
885	0.9715625212	0.1027047127
886	0.9715625212	0.1026606894
887	0.9715625212	0.1025763178
888	0.9715625212	0.1025080903
889	0.9715625212	0.1024580021
890	0.9715625212	0.1024313455
891	0.9715625212	0.1023393896
892	0.9715625212	0.1022641594
893	0.9713396452	0.1021285794
894	0.9714506992	0.1019792951
895	0.9716721081	0.1019520802
896	0.9717829061	0.1017986889
897	0.9718949456	0.1016530125
898	0.9718949456	0.1016026064
899	0.9717842542	0.1015542016
900	0.9718946133	0.1015155593
901	0.9718946133	0.1014751487
902	0.9720053057	0.1014055706
903	0.9720053057	0.1013758424
904	0.9720053057	0.1013406122
905	0.9720053057	0.1013008068
906	0.972115653	0.1011958173
907	0.972115653	0.1011218456
908	0.972115653	0.1010165219
909	0.972115653	0.100963887
910	0.972115653	0.1008931332
911	0.9721169669	0.1008253597
912	0.9721169669	0.1006933353
913	0.9721169669	0.1006799696
914	0.972004927	0.1006441454
915	0.972004927	0.1005920756
916	0.9722276936	0.1004502348
917	0.9722276936	0.100424833
918	0.9722276936	0.1003438274
919	0.9722276936	0.1002691082
920	0.9722276936	0.1002344533
921	0.9722276936	0.1001671737
922	0.9722263627	0.1000422187
923	0.972338404	0.09994880445
924	0.972338404	0.09992959557
925	0.972338404	0.09989866874
926	0.972338404	0.09981687863
927	0.972449548	0.09973839861
928	0.9724495058	0.09970698788
929	0.9724495058	0.09967002738
930	0.9725606505	0.09958674265
931	0.9725606505	0.09955381411
932	0.9724486081	0.09952722574
933	0.9725606505	0.09946646982
934	0.9725606505	0.09940779469
935	0.9725606505	0.09937698457
936	0.9725606505	0.09930572376
937	0.9726717529	0.09926602682
938	0.9726717529	0.09922080254
939	0.9725606076	0.09908774414
940	0.9725606076	0.09900203613
941	0.9727820836	0.09891551789
942	0.9726712945	0.09883464056
943	0.9726712945	0.09880106444
944	0.9727820836	0.09872713689
945	0.9727820836	0.09865555776
946	0.9727820836	0.09857807591
947	0.9727820836	0.09843857014
948	0.9726713956	0.0983041472
949	0.9727820836	0.09824013942
950	0.9727820836	0.09820090284
951	0.9727820836	0.09805483593
952	0.9727820836	0.09799481751
953	0.9728941282	0.09796808881
954	0.9730049259	0.09792825947
955	0.9732263265	0.09783982353
956	0.9733356777	0.09774732221
957	0.9733356777	0.09771208527
958	0.9734477029	0.09768352114
959	0.9733370957	0.09764483363
960	0.9733370957	0.09756539678
961	0.9733358351	0.09751717064
962	0.9733358351	0.09738199436
963	0.9733358351	0.09735878823
964	0.9733358351	0.09732136273
965	0.9732247082	0.09729240706
966	0.9734469621	0.09724650821
967	0.9734469621	0.09719740071
968	0.9732250711	0.09713347562
969	0.9734472459	0.09705790463
970	0.9735592941	0.09702346062
971	0.9734482226	0.09684771026
972	0.9738912631	0.0967741017
973	0.9735596105	0.09668799034
974	0.9737805479	0.09660851906
975	0.9737805479	0.0965635909
976	0.9738916749	0.09651230318
977	0.9740023842	0.09648183816
978	0.9740023842	0.09645569174
979	0.9740023842	0.09642210507
980	0.9741131008	0.09640511879
981	0.9740023842	0.09637283566
982	0.9740023842	0.09631922302
983	0.974112243	0.09628769366
984	0.9743354388	0.09626272694
985	0.9742243101	0.09620931248
986	0.9741122808	0.09616224994
987	0.9741127147	0.09607425994
988	0.9740026845	0.09588409156
989	0.9742247221	0.09584419381
990	0.9742231364	0.09574730893
991	0.9743351656	0.09570969143
992	0.9744465677	0.09568013866
993	0.9743345373	0.09559502032
994	0.9743345373	0.09556198099
995	0.9744456993	0.09545586869
996	0.9745577302	0.0954192973
997	0.9743345373	0.09536750911
998	0.9745577302	0.09533576119
999	0.9746693701	0.09526496905
